date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:23	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Sep%202024%2009:51:47%20GMT	https://abidev2024.abinit.org/robots.txt		(from )
10:55:23	240478/240478	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Sep%202024%2009:51:48%20GMT	https://abidev2024.abinit.org/	abidev2024.abinit.org/index.html	(from )
10:55:24	115230/115230	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221c21e-5d9e2c8d82cc0%22	https://abidev2024.abinit.org/images/logos/favicon.ico	abidev2024.abinit.org/images/logos/favicon.ico	(from https://abidev2024.abinit.org/)
10:55:24	3964/3964	---M-Z	200	added ('OK')	text/css	etag:%22f7c-5ffcb58fd6a00-gzip%22	https://abidev2024.abinit.org/media/vendor/joomla-custom-elements/css/joomla-alert.min.css?0.2.0	abidev2024.abinit.org/media/vendor/joomla-custom-elements/css/joomla-alert.min44b7.css	(from https://abidev2024.abinit.org/)
10:55:26	304632/304632	---MCZ	200	added ('OK')	text/css	date:Fri,%2013%20Sep%202024%2009:51:51%20GMT	https://abidev2024.abinit.org/index.php?quix-asset=/css/quix-core.css&ver=4.4.2	abidev2024.abinit.org/index006c.css	(from https://abidev2024.abinit.org/)
10:55:26	194854/194854	---M-Z	200	added ('OK')	text/css	etag:%222f926-6026c1bc6c980-gzip%22	https://abidev2024.abinit.org/templates/shaper_helixultimate/css/bootstrap.min.css	abidev2024.abinit.org/templates/shaper_helixultimate/css/bootstrap.min.css	(from https://abidev2024.abinit.org/)
10:55:27	5202/5202	---M-Z	200	added ('OK')	text/css	etag:%221452-6026c1bc6c980-gzip%22	https://abidev2024.abinit.org/plugins/system/helixultimate/assets/css/system-j4.min.css	abidev2024.abinit.org/plugins/system/helixultimate/assets/css/system-j4.min.css	(from https://abidev2024.abinit.org/)
10:55:28	75886/75886	---M-Z	200	added ('OK')	text/css	etag:%221286e-5ffcb5a2e9700-gzip%22	https://abidev2024.abinit.org/media/system/css/joomla-fontawesome.min.css?41225c644ba4493a987eef83196b2adc	abidev2024.abinit.org/media/system/css/joomla-fontawesome.min7559.css	(from https://abidev2024.abinit.org/)
10:55:29	78267/78267	---M-Z	200	added ('OK')	text/css	etag:%22131bb-61b631c9040c0-gzip%22	https://abidev2024.abinit.org/templates/shaper_helixultimate/css/template.css	abidev2024.abinit.org/templates/shaper_helixultimate/css/template.css	(from https://abidev2024.abinit.org/)
10:55:30	4033/4033	---M-Z	200	added ('OK')	text/css	etag:%22fc1-61b631c906000-gzip%22	https://abidev2024.abinit.org/templates/shaper_helixultimate/css/presets/default.css	abidev2024.abinit.org/templates/shaper_helixultimate/css/presets/default.css	(from https://abidev2024.abinit.org/)
